Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,bool_Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,bool_Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type_Private,School_Type_Public,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,numeric_Parental_Education_Level,Distance_from_Home,numeric_Distance_from_Home,Gender,Exam_Score,numeric_Parental_Involvement,numeric_Access_to_Resources,numeric_Motivation_Level,numeric_Family_Income,numeric_Teacher_Quality,numeric_Peer_Influence,numeric_Learning_Disabilities
11,75,Low,High,No,False,8,64,Medium,Yes,True,3,Low,Medium,False,True,Neutral,3,Yes,College,1,Moderate,1,Female,62,0,2,1,0,1,0,True
23,97,Medium,Medium,Yes,True,6,99,Low,Yes,True,1,Low,Medium,True,False,Positive,3,No,High School,0,Near,0,Female,72,1,1,0,0,1,1,False
24,61,Medium,Medium,No,False,10,64,Low,Yes,True,0,Low,Medium,True,False,Positive,3,No,High School,0,Near,0,Female,62,1,1,0,0,1,1,False
13,94,Low,Medium,Yes,True,7,56,High,Yes,True,2,Low,High,False,True,Neutral,4,No,College,1,Near,0,Male,67,0,1,2,0,2,0,False
11,69,Low,Medium,Yes,True,8,65,Low,Yes,True,0,Low,Medium,False,True,Negative,2,No,College,1,Moderate,1,Male,58,0,1,0,0,1,-1,False
16,94,Low,Medium,Yes,True,6,66,Medium,Yes,True,3,Medium,High,False,True,Negative,4,No,College,1,Near,0,Female,69,0,1,1,1,2,-1,False
16,66,Medium,Low,No,False,9,56,Medium,Yes,True,0,Low,High,True,False,Positive,4,Yes,College,1,Near,0,Female,60,1,0,1,0,2,1,True
25,83,High,High,Yes,True,7,85,High,Yes,True,2,Low,Medium,False,True,Negative,4,No,College,1,Near,0,Male,72,2,2,2,0,1,-1,False
16,96,Medium,Medium,No,False,7,81,Medium,Yes,True,0,Low,Low,False,True,Negative,3,No,High School,0,Moderate,1,Male,66,1,1,1,0,0,-1,False
15,79,Medium,High,Yes,True,7,66,Medium,Yes,True,2,Low,Medium,False,True,Positive,3,No,College,1,Far,2,Female,66,1,2,1,0,1,1,False
16,90,Medium,High,Yes,True,5,100,Low,Yes,True,1,High,Medium,True,False,Negative,4,No,High School,0,Moderate,1,Male,69,1,2,0,2,1,-1,False
27,92,Low,Medium,Yes,True,7,83,Low,Yes,True,2,Low,Medium,False,True,Positive,4,Yes,College,1,Moderate,1,Female,70,0,1,0,0,1,1,True
20,89,Low,Medium,Yes,True,8,85,Medium,Yes,True,2,Medium,High,False,True,Positive,1,No,Postgraduate,2,Near,0,Female,70,0,1,1,1,2,1,False
19,97,High,High,No,False,5,78,Low,Yes,True,0,Medium,Low,True,False,Negative,3,No,College,1,Moderate,1,Male,70,2,2,0,1,0,-1,False
19,78,Low,High,Yes,True,9,78,Medium,Yes,True,2,Low,High,False,True,Negative,2,No,College,1,Near,0,Female,67,0,2,1,0,2,-1,False
28,67,High,Medium,Yes,True,7,51,Medium,Yes,True,2,Medium,Medium,False,True,Neutral,3,No,High School,0,Near,0,Female,67,2,1,1,1,1,0,False
16,62,Low,Low,No,False,7,89,High,Yes,True,0,Medium,Medium,False,True,Neutral,3,No,High School,0,Far,2,Female,59,0,0,2,1,1,0,False
21,66,High,Medium,Yes,True,7,56,Medium,Yes,True,1,Low,Medium,True,False,Neutral,4,No,Postgraduate,2,Moderate,1,Male,65,2,1,1,0,1,0,False
19,82,Medium,Medium,No,False,5,90,Medium,Yes,True,1,High,Medium,False,True,Negative,3,No,College,1,Near,0,Male,68,1,1,1,2,1,-1,False
35,67,High,High,Yes,True,6,77,Low,Yes,True,1,Low,Medium,False,True,Positive,3,No,College,1,Near,0,Male,71,2,2,0,0,1,1,False
14,62,Medium,Medium,No,False,5,64,Medium,Yes,True,2,Low,Medium,False,True,Neutral,3,No,College,1,Near,0,Male,61,1,1,1,0,1,0,False
18,61,Medium,Medium,Yes,True,6,96,Medium,Yes,True,0,Medium,Medium,False,True,Negative,3,No,High School,0,Near,0,Male,63,1,1,1,1,1,-1,False
13,93,Medium,High,Yes,True,7,51,Low,Yes,True,1,Low,High,True,False,Neutral,3,No,High School,0,Near,0,Female,67,1,2,0,0,2,0,False
26,84,High,Medium,No,False,7,64,Medium,No,False,1,Medium,High,False,True,Neutral,4,No,College,1,Near,0,Male,69,2,1,1,1,2,0,False
30,74,Medium,High,No,False,8,94,Low,Yes,True,0,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,70,1,2,0,1,1,1,False
30,96,Medium,Low,Yes,True,4,74,High,No,False,0,Low,Low,False,True,Negative,3,No,High School,0,Moderate,1,Male,69,1,0,2,0,0,-1,False
27,63,High,Medium,Yes,True,7,80,Medium,Yes,True,1,Low,High,False,True,Neutral,4,No,High School,0,Far,2,Female,66,2,1,1,0,2,0,False
19,99,Medium,Low,Yes,True,7,87,Low,Yes,True,1,Medium,Medium,False,True,Positive,4,No,High School,0,Moderate,1,Female,70,1,0,0,1,1,1,False
18,85,Medium,Medium,Yes,True,6,57,Low,Yes,True,2,Medium,High,False,True,Neutral,2,No,Postgraduate,2,Moderate,1,Male,67,1,1,0,1,2,0,False
10,67,High,High,No,False,6,61,Medium,Yes,True,0,Low,High,True,False,Neutral,2,No,High School,0,Near,0,Female,61,2,2,1,0,2,0,False
32,87,Medium,High,Yes,True,9,100,Medium,Yes,True,2,Medium,Low,True,False,Neutral,2,No,Postgraduate,2,Moderate,1,Male,74,1,2,1,1,0,0,False
23,91,Medium,High,Yes,True,10,62,Low,Yes,True,1,Medium,High,True,False,Negative,3,No,College,1,Near,0,Male,70,1,2,0,1,2,-1,False
17,77,High,Medium,Yes,True,4,77,Low,Yes,True,0,Medium,Medium,True,False,Positive,4,No,High School,0,Near,0,Female,66,2,1,0,1,1,1,False
28,94,Medium,High,Yes,True,6,65,High,Yes,True,1,Low,High,False,True,Positive,1,No,High School,0,Near,0,Female,73,1,2,2,0,2,1,False
14,66,Medium,Medium,Yes,True,5,93,Medium,Yes,True,1,Medium,Medium,True,False,Negative,2,No,High School,0,Near,0,Male,62,1,1,1,1,1,-1,False
22,71,Medium,Low,Yes,True,7,98,Low,Yes,True,2,Low,High,False,True,Neutral,2,No,High School,0,Moderate,1,Female,65,1,0,0,0,2,0,False
19,64,High,Medium,No,False,9,57,Low,Yes,True,0,Medium,High,True,False,Neutral,3,No,High School,0,Near,0,Female,62,2,1,0,1,2,0,False
24,68,Low,Medium,Yes,True,8,80,Medium,No,False,1,Low,Low,False,True,Positive,4,No,Postgraduate,2,Moderate,1,Male,64,0,1,1,0,0,1,False
20,70,Medium,Medium,Yes,True,7,91,Medium,Yes,True,1,Low,Medium,False,True,Negative,2,No,High School,0,Far,2,Male,63,1,1,1,0,1,-1,False
11,97,Medium,Medium,No,False,7,91,Medium,Yes,True,1,Medium,Medium,False,True,Positive,4,No,High School,0,Near,0,Male,69,1,1,1,1,1,1,False
20,63,Medium,Medium,No,False,7,72,Low,Yes,True,3,Low,High,False,True,Negative,5,Yes,Postgraduate,2,Near,0,Male,63,1,1,0,0,2,-1,True
26,77,Medium,Medium,Yes,True,8,61,Medium,Yes,True,1,Low,Medium,False,True,Neutral,4,No,College,1,Moderate,1,Male,67,1,1,1,0,1,0,False
20,81,Medium,Low,No,False,8,69,Medium,Yes,True,1,Medium,Medium,True,False,Neutral,2,No,High School,0,Near,0,Female,65,1,0,1,1,1,0,False
25,96,Medium,High,No,False,8,88,Medium,Yes,True,0,Low,Medium,True,False,Neutral,1,No,High School,0,Near,0,Male,71,1,2,1,0,1,0,False
14,100,Medium,Medium,Yes,True,4,100,Medium,Yes,True,3,Low,Medium,False,True,Neutral,3,No,Postgraduate,2,Moderate,1,Female,71,1,1,1,0,1,0,False
20,90,Medium,Medium,No,False,7,78,High,Yes,True,0,Medium,High,False,True,Positive,4,Yes,Postgraduate,2,Far,2,Male,69,1,1,2,1,2,1,True
16,99,Medium,High,Yes,True,7,60,Medium,Yes,True,2,Low,High,True,False,Neutral,3,No,Postgraduate,2,Moderate,1,Male,71,1,2,1,0,2,0,False
24,91,Low,Medium,Yes,True,8,52,Medium,Yes,True,1,Low,Medium,False,True,Neutral,5,No,High School,0,Near,0,Male,68,0,1,1,0,1,0,False
20,99,Low,Medium,Yes,True,7,97,Medium,Yes,True,2,Low,Medium,False,True,Neutral,0,No,High School,0,Near,0,Male,70,0,1,1,0,1,0,False
24,88,Medium,High,Yes,True,8,74,Medium,Yes,True,0,Low,High,True,False,Neutral,3,No,Postgraduate,2,Near,0,Male,71,1,2,1,0,2,0,False
27,63,Medium,Medium,Yes,True,6,86,Medium,Yes,True,1,Medium,Medium,False,True,Positive,4,No,Postgraduate,2,Near,0,Female,68,1,1,1,1,1,1,False
24,76,Low,High,No,False,8,83,Medium,Yes,True,1,High,Medium,True,False,Positive,4,No,High School,0,Near,0,Female,69,0,2,1,2,1,1,False
22,86,Medium,Medium,Yes,True,9,95,Medium,Yes,True,4,Medium,Low,True,False,Positive,2,No,College,1,Near,0,Male,71,1,1,1,1,0,1,False
14,74,High,Medium,No,False,5,63,Low,No,False,2,Low,High,True,False,Positive,3,No,College,1,Far,2,Female,63,2,1,0,0,2,1,False
20,71,Low,Medium,No,False,5,72,Medium,Yes,True,4,Medium,Medium,False,True,Positive,4,No,Postgraduate,2,Moderate,1,Male,66,0,1,1,1,1,1,False
17,83,Medium,Medium,No,False,8,96,Medium,Yes,True,1,Low,Medium,False,True,Positive,3,No,College,1,Moderate,1,Male,67,1,1,1,0,1,1,False
18,97,High,Low,Yes,True,7,79,Medium,Yes,True,3,High,Medium,True,False,Positive,3,No,High School,0,Far,2,Male,71,2,0,1,2,1,1,False
18,61,Low,Low,No,False,9,54,Medium,Yes,True,0,Medium,Medium,False,True,Neutral,2,No,College,1,Near,0,Female,59,0,0,1,1,1,0,False
14,91,High,Medium,Yes,True,7,60,Medium,Yes,True,0,High,Medium,False,True,Neutral,2,No,High School,0,Near,0,Male,67,2,1,1,2,1,0,False
8,89,High,High,No,False,8,62,Medium,Yes,True,2,Medium,Medium,False,True,Positive,4,Yes,High School,0,Moderate,1,Male,66,2,2,1,1,1,1,True
16,99,Low,High,Yes,True,6,100,High,Yes,True,1,High,High,False,True,Positive,3,No,High School,0,Far,2,Female,72,0,2,2,2,2,1,False
21,97,High,High,No,False,8,61,Low,Yes,True,0,Low,High,False,True,Neutral,3,Yes,Postgraduate,2,Near,0,Female,70,2,2,0,0,2,0,True
12,90,Medium,Medium,Yes,True,8,93,Low,Yes,True,3,High,Medium,False,True,Neutral,3,No,High School,0,Near,0,Female,68,1,1,0,2,1,0,False
20,81,Low,Medium,No,False,6,54,Low,Yes,True,0,Low,Low,False,True,Positive,2,No,College,1,Moderate,1,Female,63,0,1,0,0,0,1,False
31,68,Medium,Medium,No,False,9,59,Medium,Yes,True,3,High,High,False,True,Neutral,2,No,Postgraduate,2,Near,0,Female,69,1,1,1,2,2,0,False
26,82,Low,Medium,No,False,4,94,Low,Yes,True,0,Low,Low,True,False,Positive,3,No,High School,0,Near,0,Male,67,0,1,0,0,0,1,False
30,91,Medium,High,Yes,True,7,95,Low,Yes,True,1,Medium,High,False,True,Positive,3,No,College,1,Near,0,Female,75,1,2,0,1,2,1,False
22,96,Low,Low,Yes,True,5,59,Medium,Yes,True,0,Medium,High,True,False,Positive,2,No,High School,0,Far,2,Female,67,0,0,1,1,2,1,False
27,92,High,High,Yes,True,5,61,Medium,Yes,True,0,Medium,High,True,False,Positive,3,No,Postgraduate,2,Near,0,Male,74,2,2,1,1,2,1,False
16,68,Medium,High,Yes,True,8,77,Medium,Yes,True,1,Medium,High,False,True,Positive,4,No,Postgraduate,2,Moderate,1,Male,66,1,2,1,1,2,1,False
16,84,Medium,High,Yes,True,5,53,Medium,No,False,2,Low,Medium,False,True,Neutral,1,No,High School,0,Near,0,Male,65,1,2,1,0,1,0,False
4,73,Low,Medium,Yes,True,5,97,High,Yes,True,1,Low,High,False,True,Negative,1,No,High School,0,Near,0,Male,60,0,1,2,0,2,-1,False
27,60,Medium,High,No,False,8,68,High,Yes,True,1,Medium,Medium,True,False,Negative,4,Yes,High School,0,Far,2,Female,63,1,2,2,1,1,-1,True
29,68,Low,High,Yes,True,5,74,Low,Yes,True,3,High,High,False,True,Neutral,2,Yes,Postgraduate,2,Near,0,Male,69,0,2,0,2,2,0,True
17,65,High,High,No,False,9,55,Medium,Yes,True,1,Medium,Medium,False,True,Positive,2,No,High School,0,Near,0,Male,64,2,2,1,1,1,1,False
18,94,Low,Medium,Yes,True,8,52,Medium,Yes,True,1,Medium,Medium,True,False,Positive,4,No,College,1,Near,0,Female,68,0,1,1,1,1,1,False
22,71,Medium,Medium,Yes,True,8,56,Low,Yes,True,0,Medium,High,False,True,Neutral,2,No,Postgraduate,2,Near,0,Male,65,1,1,0,1,2,0,False
27,98,Medium,High,No,False,4,82,Medium,Yes,True,0,High,Medium,False,True,Positive,3,No,High School,0,Near,0,Female,74,1,2,1,2,1,1,False
10,75,Medium,High,Yes,True,8,90,Medium,Yes,True,2,Low,Medium,False,True,Positive,2,No,Postgraduate,2,Moderate,1,Male,65,1,2,1,0,1,1,False
22,60,Medium,Medium,Yes,True,5,52,Medium,Yes,True,0,Low,Medium,False,True,Negative,2,No,High School,0,Near,0,Female,61,1,1,1,0,1,-1,False
18,71,Medium,High,Yes,True,6,81,Medium,Yes,True,1,Low,High,False,True,Positive,3,No,High School,0,Near,0,Male,66,1,2,1,0,2,1,False
21,65,Medium,High,Yes,True,6,91,High,Yes,True,1,Medium,High,False,True,Positive,3,No,High School,0,Moderate,1,Male,67,1,2,2,1,2,1,False
23,64,High,Medium,Yes,True,9,72,Medium,Yes,True,0,Low,High,False,True,Positive,3,No,College,1,Near,0,Male,66,2,1,1,0,2,1,False
19,63,High,Medium,No,False,6,98,High,Yes,True,4,High,Medium,True,False,Positive,2,No,Postgraduate,2,Near,0,Male,69,2,1,2,2,1,1,False
19,84,Medium,Medium,Yes,True,7,56,Low,Yes,True,2,Low,Medium,False,True,Neutral,3,No,High School,0,Moderate,1,Female,65,1,1,0,0,1,0,False
19,68,High,High,No,False,6,66,Medium,Yes,True,2,Medium,Medium,False,True,Neutral,3,No,High School,0,Far,2,Female,65,2,2,1,1,1,0,False
26,74,High,Medium,No,False,6,62,Medium,Yes,True,0,Low,Medium,True,False,Neutral,3,No,High School,0,Near,0,Female,66,2,1,1,0,1,0,False
23,94,Medium,High,No,False,5,100,Low,Yes,True,2,Medium,High,False,True,Neutral,2,No,Postgraduate,2,Near,0,Male,73,1,2,0,1,2,0,False
21,77,Low,Medium,Yes,True,7,65,Medium,Yes,True,2,Low,High,False,True,Negative,2,No,High School,0,Moderate,1,Female,64,0,1,1,0,2,-1,False
12,97,Medium,Low,Yes,True,7,69,Low,Yes,True,0,Low,High,False,True,Positive,5,No,High School,0,Near,0,Female,67,1,0,0,0,2,1,False
18,80,Medium,Low,Yes,True,8,92,High,Yes,True,0,Medium,High,True,False,Positive,1,No,College,1,Near,0,Male,67,1,0,2,1,2,1,False
25,76,Medium,Low,Yes,True,7,96,Medium,Yes,True,3,Medium,Medium,False,True,Positive,4,Yes,High School,0,Near,0,Female,68,1,0,1,1,1,1,True
20,90,Medium,Low,Yes,True,7,97,Medium,Yes,True,2,High,High,False,True,Positive,3,No,College,1,Moderate,1,Male,71,1,0,1,2,2,1,False
24,63,Medium,Medium,Yes,True,8,78,Medium,Yes,True,0,Low,High,True,False,Negative,3,No,High School,0,Near,0,Male,64,1,1,1,0,2,-1,False
31,64,Medium,Medium,Yes,True,6,83,Medium,Yes,True,1,Medium,Medium,False,True,Positive,2,No,High School,0,Moderate,1,Female,67,1,1,1,1,1,1,False
26,86,Medium,Low,No,False,5,67,Medium,Yes,True,2,Low,High,True,False,Positive,1,No,High School,0,Moderate,1,Female,68,1,0,1,0,2,1,False
21,79,Low,Medium,Yes,True,8,80,High,Yes,True,1,Low,High,True,False,Negative,3,No,College,1,Near,0,Male,67,0,1,2,0,2,-1,False
17,92,Low,Medium,Yes,True,6,65,High,Yes,True,3,Medium,High,False,True,Positive,2,No,College,1,Near,0,Male,70,0,1,2,1,2,1,False
5,97,Medium,Low,Yes,True,7,87,Medium,Yes,True,2,Medium,Medium,True,False,Neutral,3,Yes,High School,0,Far,2,Female,64,1,0,1,1,1,0,True
19,76,Medium,Medium,Yes,True,6,65,Medium,Yes,True,0,Low,Medium,False,True,Neutral,4,Yes,High School,0,Near,0,Female,63,1,1,1,0,1,0,True
18,84,High,High,No,False,6,94,Medium,Yes,True,3,High,Medium,False,True,Neutral,4,No,High School,0,Near,0,Male,71,2,2,1,2,1,0,False
22,80,Low,Low,No,False,4,57,Low,Yes,True,1,Low,Medium,False,True,Neutral,3,No,Postgraduate,2,Moderate,1,Male,64,0,0,0,0,1,0,False
19,99,Low,Low,No,False,8,79,High,Yes,True,3,Medium,Medium,True,False,Positive,4,No,High School,0,Near,0,Male,70,0,0,2,1,1,1,False
18,93,Medium,High,No,False,4,76,High,Yes,True,3,Low,Medium,False,True,Negative,3,No,College,1,Near,0,Female,70,1,2,2,0,1,-1,False
9,96,Medium,High,Yes,True,9,63,Medium,Yes,True,1,High,Medium,True,False,Neutral,1,No,High School,0,Near,0,Male,67,1,2,1,2,1,0,False
14,70,Medium,Medium,Yes,True,9,51,Low,Yes,True,1,Low,High,False,True,Negative,4,No,College,1,Near,0,Male,62,1,1,0,0,2,-1,False
23,91,Medium,Medium,No,False,6,57,Low,Yes,True,2,Low,High,True,False,Positive,2,No,High School,0,Near,0,Male,69,1,1,0,0,2,1,False
30,71,Low,High,No,False,9,98,Low,Yes,True,2,High,Medium,False,True,Positive,1,No,High School,0,Moderate,1,Female,69,0,2,0,2,1,1,False
19,68,Low,High,No,False,10,97,Low,No,False,0,Low,Medium,False,True,Positive,3,No,College,1,Far,2,Female,62,0,2,0,0,1,1,False
22,98,Low,Medium,No,False,7,56,High,Yes,True,1,High,Medium,True,False,Neutral,1,No,College,1,Near,0,Female,70,0,1,2,2,1,0,False
26,61,Medium,Medium,Yes,True,8,69,High,Yes,True,2,Medium,High,False,True,Positive,3,No,High School,0,Near,0,Male,66,1,1,2,1,2,1,False
15,99,High,Medium,No,False,7,73,Low,Yes,True,1,Low,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,69,2,1,0,0,1,1,False
22,66,Medium,Low,Yes,True,9,74,Medium,Yes,True,3,Low,High,False,True,Negative,3,No,Postgraduate,2,Near,0,Female,65,1,0,1,0,2,-1,False
16,93,Low,High,Yes,True,5,65,Low,Yes,True,0,Medium,Medium,False,True,Negative,3,No,High School,0,Near,0,Female,66,0,2,0,1,1,-1,False
25,71,High,Medium,Yes,True,7,96,Low,Yes,True,2,Low,Medium,False,True,Positive,3,No,High School,0,Near,0,Female,69,2,1,0,0,1,1,False
21,74,High,Medium,Yes,True,8,95,Low,Yes,True,1,Medium,Medium,True,False,Positive,5,Yes,High School,0,Far,2,Female,66,2,1,0,1,1,1,True
22,69,Low,High,Yes,True,8,51,Medium,Yes,True,1,Low,High,False,True,Positive,3,No,High School,0,Near,0,Female,65,0,2,1,0,2,1,False
15,83,Medium,Low,Yes,True,7,83,Low,Yes,True,1,High,Medium,False,True,Neutral,2,No,Postgraduate,2,Near,0,Female,66,1,0,0,2,1,0,False
33,86,Low,Medium,Yes,True,7,80,Medium,Yes,True,0,Low,High,False,True,Neutral,3,No,Postgraduate,2,Near,0,Female,72,0,1,1,0,2,0,False
14,61,Medium,Medium,Yes,True,7,93,Low,Yes,True,3,Medium,High,False,True,Negative,2,No,High School,0,Moderate,1,Male,62,1,1,0,1,2,-1,False
18,63,High,High,No,False,8,82,Medium,Yes,True,1,High,Medium,True,False,Negative,1,No,High School,0,Near,0,Male,64,2,2,1,2,1,-1,False
21,64,Medium,Low,No,False,7,73,High,Yes,True,2,Low,Medium,False,True,Negative,2,Yes,College,1,Far,2,Female,61,1,0,2,0,1,-1,True
25,77,High,Medium,Yes,True,7,98,Low,Yes,True,0,High,Medium,False,True,Positive,2,No,High School,0,Near,0,Male,70,2,1,0,2,1,1,False
17,93,Medium,Medium,No,False,6,87,Medium,Yes,True,1,Low,High,True,False,Negative,2,No,High School,0,Moderate,1,Female,67,1,1,1,0,2,-1,False
3,96,High,High,Yes,True,10,62,Medium,Yes,True,3,Low,Medium,True,False,Neutral,4,No,High School,0,Far,2,Male,66,2,2,1,0,1,0,False
28,70,Medium,Medium,Yes,True,6,69,Medium,Yes,True,2,Low,Low,False,True,Positive,4,Yes,High School,0,Near,0,Male,66,1,1,1,0,0,1,True
25,83,Low,Medium,Yes,True,8,88,Low,Yes,True,1,Medium,High,False,True,Neutral,3,Yes,College,1,Near,0,Male,68,0,1,0,1,2,0,True
10,91,High,High,Yes,True,10,51,Medium,Yes,True,0,Low,Medium,False,True,Positive,3,No,Postgraduate,2,Moderate,1,Male,67,2,2,1,0,1,1,False
16,72,Medium,High,No,False,5,53,Medium,Yes,True,1,High,High,False,True,Positive,3,No,College,1,Near,0,Male,65,1,2,1,2,2,1,False
29,76,Medium,High,Yes,True,8,93,Low,No,False,0,Medium,High,False,True,Positive,4,No,College,1,Moderate,1,Male,70,1,2,0,1,2,1,False
29,81,Medium,Medium,Yes,True,7,52,Medium,No,False,1,High,Medium,False,True,Neutral,4,No,College,1,Near,0,Female,69,1,1,1,2,1,0,False
26,65,Medium,Medium,Yes,True,10,84,Medium,Yes,True,1,Low,High,False,True,Positive,4,No,Postgraduate,2,Near,0,Male,68,1,1,1,0,2,1,False
19,61,Medium,Medium,No,False,6,66,Medium,Yes,True,0,High,Medium,False,True,Neutral,1,No,High School,0,Near,0,Male,61,1,1,1,2,1,0,False
20,66,Medium,High,Yes,True,6,91,Low,Yes,True,0,Medium,High,False,True,Negative,5,No,High School,0,Far,2,Male,65,1,2,0,1,2,-1,False
19,85,High,High,No,False,7,92,Medium,Yes,True,3,Medium,Medium,False,True,Neutral,2,No,College,1,Near,0,Female,71,2,2,1,1,1,0,False
27,63,Medium,High,No,False,6,98,Low,Yes,True,0,Medium,Medium,True,False,Negative,3,No,High School,0,Near,0,Female,66,1,2,0,1,1,-1,False
15,68,Medium,High,No,False,6,55,Medium,No,False,0,High,Medium,True,False,Positive,3,No,High School,0,Near,0,Female,62,1,2,1,2,1,1,False
15,74,Low,Low,No,False,10,71,Medium,Yes,True,0,Low,High,False,True,Negative,2,No,Postgraduate,2,Near,0,Male,61,0,0,1,0,2,-1,False
26,63,High,High,Yes,True,7,79,Medium,Yes,True,1,Low,High,False,True,Negative,2,No,High School,0,Near,0,Male,67,2,2,1,0,2,-1,False
20,68,Medium,High,Yes,True,6,96,Medium,Yes,True,0,Low,High,False,True,Neutral,3,No,High School,0,Near,0,Female,66,1,2,1,0,2,0,False
28,96,Low,High,No,False,6,63,High,No,False,1,High,Medium,False,True,Positive,2,No,High School,0,Moderate,1,Female,71,0,2,2,2,1,1,False
16,61,Medium,High,Yes,True,8,54,High,Yes,True,0,Low,High,True,False,Positive,3,No,College,1,Moderate,1,Male,62,1,2,2,0,2,1,False
20,86,Medium,Medium,Yes,True,8,60,Low,Yes,True,1,High,Medium,False,True,Neutral,3,Yes,Postgraduate,2,Near,0,Male,67,1,1,0,2,1,0,True
14,75,Medium,Medium,Yes,True,6,75,Medium,Yes,True,0,Low,High,False,True,Neutral,2,No,High School,0,Near,0,Male,64,1,1,1,0,2,0,False
20,87,Medium,Low,No,False,5,84,Medium,Yes,True,2,Medium,Medium,True,False,Neutral,3,No,High School,0,Near,0,Male,68,1,0,1,1,1,0,False
11,84,Medium,Medium,Yes,True,7,85,High,Yes,True,3,Medium,Medium,False,True,Neutral,4,No,College,1,Moderate,1,Female,67,1,1,2,1,1,0,False
17,69,Medium,Medium,Yes,True,7,54,High,Yes,True,1,High,Low,False,True,Neutral,2,No,High School,0,Near,0,Male,63,1,1,2,2,0,0,False
11,94,High,High,No,False,6,88,Medium,Yes,True,2,Medium,Medium,False,True,Positive,4,No,High School,0,Near,0,Male,70,2,2,1,1,1,1,False
24,80,Low,High,Yes,True,9,83,Medium,Yes,True,1,Low,Low,False,True,Negative,1,No,High School,0,Near,0,Male,67,0,2,1,0,0,-1,False
24,93,Medium,High,Yes,True,8,70,Low,Yes,True,1,Medium,High,True,False,Neutral,3,No,High School,0,Moderate,1,Female,71,1,2,0,1,2,0,False
10,76,Medium,Low,Yes,True,7,79,Low,Yes,True,3,Medium,Medium,True,False,Neutral,4,No,High School,0,Far,2,Female,62,1,0,0,1,1,0,False
28,99,Medium,Medium,Yes,True,6,88,Medium,Yes,True,3,Low,Medium,False,True,Positive,4,No,High School,0,Near,0,Female,75,1,1,1,0,1,1,False
35,91,Low,Medium,Yes,True,10,63,Low,Yes,True,1,Medium,Medium,False,True,Neutral,5,No,High School,0,Near,0,Male,72,0,1,0,1,1,0,False
20,99,Medium,Low,Yes,True,5,97,Low,Yes,True,4,High,Medium,False,True,Neutral,3,No,College,1,Near,0,Female,73,1,0,0,2,1,0,False
16,81,Low,Medium,No,False,6,57,High,Yes,True,3,Low,Low,True,False,Positive,3,No,High School,0,Near,0,Male,64,0,1,2,0,0,1,False
37,79,Medium,High,No,False,6,95,High,Yes,True,1,High,Medium,False,True,Negative,1,No,High School,0,Near,0,Male,73,1,2,2,2,1,-1,False
12,90,Medium,Low,Yes,True,7,87,Low,Yes,True,2,Low,High,False,True,Neutral,2,No,Postgraduate,2,Far,2,Male,66,1,0,0,0,2,0,False
20,95,Low,Low,No,False,8,83,High,Yes,True,1,Medium,Medium,True,False,Positive,3,No,High School,0,Near,0,Female,69,0,0,2,1,1,1,False
21,99,Medium,Medium,Yes,True,5,54,High,Yes,True,1,Low,Medium,False,True,Neutral,4,No,College,1,Moderate,1,Male,70,1,1,2,0,1,0,False
28,73,Medium,High,Yes,True,6,96,Medium,Yes,True,1,Medium,Medium,False,True,Negative,0,No,Postgraduate,2,Near,0,Female,70,1,2,1,1,1,-1,False
22,92,High,High,No,False,8,65,Medium,Yes,True,0,Medium,High,True,False,Positive,2,No,High School,0,Moderate,1,Male,71,2,2,1,1,2,1,False
17,68,Low,High,Yes,True,6,87,High,Yes,True,0,Low,Medium,True,False,Positive,4,Yes,College,1,Near,0,Male,64,0,2,2,0,1,1,True
14,82,Medium,High,No,False,6,94,Low,Yes,True,7,Medium,High,True,False,Negative,4,No,Postgraduate,2,Near,0,Male,71,1,2,0,1,2,-1,False
18,67,High,Medium,Yes,True,7,62,High,Yes,True,1,Low,Low,True,False,Positive,2,No,High School,0,Far,2,Male,63,2,1,2,0,0,1,False
14,74,High,High,Yes,True,6,96,Low,Yes,True,2,Low,High,False,True,Neutral,4,No,College,1,Near,0,Male,68,2,2,0,0,2,0,False
20,97,Medium,Medium,No,False,7,81,Medium,Yes,True,3,Medium,High,False,True,Neutral,3,Yes,College,1,Near,0,Male,71,1,1,1,1,2,0,True
17,66,Medium,Medium,Yes,True,8,83,Medium,Yes,True,4,Medium,High,True,False,Negative,5,No,High School,0,Moderate,1,Male,65,1,1,1,1,2,-1,False
11,85,High,Medium,Yes,True,7,96,Medium,No,False,1,Low,Medium,False,True,Neutral,3,No,High School,0,Near,0,Male,66,2,1,1,0,1,0,False
28,84,High,High,Yes,True,9,76,High,Yes,True,0,High,Medium,True,False,Negative,3,No,High School,0,Near,0,Male,72,2,2,2,2,1,-1,False
17,65,High,High,Yes,True,8,72,Low,Yes,True,1,Low,Medium,False,True,Positive,4,No,College,1,Moderate,1,Male,65,2,2,0,0,1,1,False
12,73,Low,Medium,No,False,7,82,Medium,No,False,1,Low,Medium,False,True,Positive,3,No,High School,0,Far,2,Male,60,0,1,1,0,1,1,False
